feature_0,feature_3,feature_10,feature_40,feature_68,feature_70,feature_86,feature_89,feature_95,feature_100,feature_113,feature_123,feature_143,feature_150,feature_168,feature_187,feature_213,feature_242,feature_244,feature_251,feature_252,feature_268,feature_289,feature_291,feature_294,feature_296,feature_300,feature_323,feature_332,feature_335,feature_377,feature_428,feature_437,feature_438,feature_469
3,9,20,101,64257,1180,10417,11,441,4,3,6,0,14,1,16,0,8557,83,1032,8534,0,34,10,562,748,253,96,9188,123,1,210,158,2,86
2,8,19,131,761,302,69,8,287,2,0,0,1,7,0,6,0,71,35,317,96,0,17,13,256,282,150,172,142,105,1,459,101,58,74
0,5,8,28,814,130,133,3,91,2,0,0,0,7,0,1,0,118,73,67,131,0,5,6,181,352,104,95,66,140,1,276,51,1,50
1,10,16,77,36255,1579,5406,3,456,4,1,2,0,9,0,7,0,3503,44,506,3494,0,31,11,394,563,143,37,5437,6065,1,107,173,3,134
0,5,2,28,2172,86,336,3,86,2,0,4,0,9,0,26,0,283,112,30,274,0,10,5,338,483,219,192,138,224,1,783,49,0,125
6,11,61,357,38591,494,8586,20,1157,6,0,37,0,8,2,47,0,4620,141,1060,4622,0,83,14,375,1201,268,314,4655,13578,1,288,321,5,203
0,16,85,460,5985,625,999,28,1833,2,0,24,0,9,3,26,0,668,135,1488,742,0,49,18,451,1387,267,432,527,47,6,220,485,3,157
1,9,31,195,1388,193,158,7,558,2,0,2,1,10,0,9,0,121,60,565,111,0,29,10,243,739,131,202,227,26,1,287,166,5,75
2,5,3,104,13888,81,1614,31,84,2,2,8,0,9,2,15,0,1230,82,11200,1232,0,23,5,373,773,266,156,7533,4475,3,649,46,0,84
0,18,9,188,5090,332,46,22,119,4,0,21,0,8,1,14,0,105,74,1263,99,0,95,24,391,1341,180,39,69685,47,1,154,178,8,213
0,0,1,3,15,18,3,0,5,2,0,0,0,4,0,1,0,9,15,3,19,0,3,0,32,35,2,1,16,0,1,0,11,0,3
0,5,2,24,23586,753,4256,1,96,2,0,1,0,9,0,3,0,2907,61,461,2892,0,10,5,289,352,120,53,2131,123,1,205,28,0,39
0,13,24,324,4745,364,167,14,506,2,0,10,0,7,3,15,0,220,110,659,237,0,66,16,376,1848,245,229,384,81,1,220,251,4,113
9,12,53,358,42674,2147,7494,23,1396,6,2,8,3,30,2,28,0,3079,165,2247,3014,0,70,15,935,1288,469,374,6369,595,5,463,458,5,176
2,22,72,454,76494,794,12300,18,1596,4,2,20,0,14,3,31,0,9945,129,2173,9905,0,73,28,731,1191,356,324,2882,690,2,338,480,5,189
1,23,76,537,4328,686,118,56,1558,6,1,10,0,29,2,69,0,201,182,1606,217,0,72,30,760,4244,381,344,1188,26,1,171,540,6,555
3,9,7,56,652,195,35,6,46,2,0,13,1,7,1,10,1,80,41,89,98,0,24,10,148,379,70,36,284,14,1,190,53,4,218
1,14,20,135,7887,212,620,12,305,2,0,15,0,8,1,16,0,677,65,292,685,0,30,20,395,746,313,80,839,2384,4,46,130,5,91
1,6,9,58,42529,1009,6546,5,295,4,1,3,0,12,0,8,0,4558,42,828,4549,0,28,7,465,594,193,53,3290,1607,1,185,106,1,55
0,23,163,1209,4820,7002,541,27,5832,2,0,2,0,14,5,20,0,493,267,2498,716,0,36,58,890,1417,593,1398,6685,178,7,610,1343,22,82
0,3,2,20,78376,182,10801,1,86,2,0,1,0,8,0,3,0,7610,39,1496,7601,0,10,3,187,199,64,15,2188,1160,1,52,22,0,24
0,5,2,22,84233,926,14199,3,93,2,0,1,0,15,0,4,0,12024,58,723,12010,0,10,5,439,296,285,92,2540,69,1,151,30,0,76
1,15,27,250,24139,1183,4774,22,719,2,1,8,0,9,2,15,0,1233,84,1764,1230,0,50,16,365,677,177,131,4378,1769,362,265,230,2,99
7,22,82,783,10262,995,2343,46,1770,4,1,57,2,34,6,324,0,2123,186,2845,1500,0,138,48,1031,3215,631,512,2273,64,4,568,676,11,392
1,5,13,103,7081,104,1584,3,256,2,0,0,1,8,0,1,0,866,46,231,873,0,27,5,190,302,128,175,447,1610,1,342,120,1,53
1,3,2,13,1273,66,468,11,18,2,0,0,0,7,0,2,0,78,39,75,78,0,3,3,178,264,98,51,232,812,372,208,28,0,35
0,5,122,1102,2518,886,199,8,4152,2,0,0,0,7,0,4,0,218,94,3686,237,0,9,4,406,812,337,1591,78,179,2,732,1361,1,43
5,21,25,330,9897,464,1078,13,386,2,2,1,3,12,1,6,0,914,153,531,950,0,44,24,348,1081,225,192,7445,2307,18,407,273,3,153
2,7,12,70,25605,286,6179,7,309,4,2,7,0,13,0,12,0,3069,130,358,3056,0,30,8,438,594,149,42,1972,4540,1,98,111,2,135
2,7,66,454,2989,538,357,16,1705,2,1,18,0,7,2,21,0,469,113,1654,323,0,65,7,457,699,350,524,216,210,1,459,515,1,154
2,13,5,126,7776,186,1667,18,114,2,0,13,0,8,3,41,0,929,92,188,929,0,40,14,287,548,160,77,5431,1555,1,268,94,12,136
0,18,18,179,14652,196,3100,5,219,2,0,6,0,7,2,9,0,2161,128,659,2136,0,44,18,389,779,222,151,785,2984,12,523,126,3,127
0,0,1,3,15,18,3,0,5,2,0,0,0,5,0,1,0,9,14,4,21,0,3,0,32,34,2,1,16,0,1,0,15,0,3
6,9,22,124,115871,1645,20105,46,571,4,6,4,0,21,1,25,0,14554,167,1852,14539,0,38,10,680,897,394,161,6292,2116,7,301,207,2,111
0,11,38,228,33948,335,5651,16,942,2,0,9,0,9,1,10,0,3537,99,3678,3506,0,23,14,784,2253,232,250,2337,6847,377,372,275,1,164
0,3,12,23,253,55,32,0,124,2,0,0,0,7,0,1,0,38,50,203,51,0,3,3,103,182,42,61,30,28,1,167,44,1,14
2,8,10,58,18927,239,2066,7,284,4,2,2,0,10,0,6,0,1093,49,560,1075,0,29,9,432,493,165,28,1434,2468,1,96,105,1,44
0,6,39,165,368,253,67,5,732,2,0,14,0,7,1,9,0,202,63,995,106,0,18,6,172,324,101,182,73,8,1,116,220,1,152
0,13,3,718,6549,458,570,15,63,2,0,0,0,11,0,74,0,592,130,219,924,0,25,16,296,1016,195,104,1493,1746,1,315,1050,2,80
0,8,4,26,1886,87,184,6,24,2,0,3,0,10,0,7,0,196,71,33,214,0,18,11,269,901,197,154,100,177,1,415,51,0,224
1,5,14,66,1064,71,58,1,305,2,0,1,1,7,0,3,0,43,25,788,45,0,12,5,112,239,36,94,55,2,2,73,79,1,47
1,6,16,75,2738,122,379,5,351,2,1,3,0,14,0,8,0,274,115,816,269,0,13,6,202,688,50,71,192,362,3,34,100,2,94
16,15,50,420,151671,1106,26861,31,1443,4,6,31,8,42,1,55,1,20436,152,4296,20399,0,72,34,759,1035,407,356,5768,733,15,186,521,6,302
0,16,346,1335,56863,3217,3049,20,8480,4,0,5,0,23,1,10,0,3081,221,40104,1940,0,336,125,944,2001,610,1706,5964,5759,210,744,2031,4,2381
1,13,18,229,4011,287,521,14,395,2,0,11,1,7,2,11,0,428,75,368,430,0,64,21,449,721,354,160,678,915,1,283,187,2,104
0,5,22,93,193,109,3,14,427,2,0,22,0,7,1,5,0,27,34,382,34,0,4,5,117,2343,62,102,46,0,1,30,129,1,70
0,2,2,7,5501,55,1318,2,14,2,0,0,0,7,0,2,0,714,47,16,721,0,3,2,210,299,127,101,374,1314,2,355,28,0,41
0,12,25,213,2316,362,178,30,497,4,0,9,0,10,2,16,0,322,128,609,213,0,66,23,522,1895,307,203,3464,260,9,335,261,2,177
8,6,6,110,8622,276,1492,56,260,4,6,21,0,11,3,34,0,806,147,334,805,0,39,11,622,1067,358,58,7801,47,3,162,117,6,167
0,0,1,3,15,18,5,0,5,2,0,0,0,4,0,1,0,12,14,4,22,0,3,0,32,27,2,1,16,0,1,0,11,0,1
4,8,11,87,1296,101,149,5,243,2,0,1,1,17,0,5,2,104,58,163,121,0,24,8,250,672,145,160,128,23,1,414,89,1,81
0,6,46,322,5235,430,550,13,1330,2,0,22,0,8,8,40,0,452,101,2997,525,0,8,10,516,838,438,534,457,476,1,517,399,1,80
5,10,1299,3312,3275,4478,679,6,22831,2,0,1,0,26,0,1,0,481,108,7717,461,0,12,14,560,2296,423,4808,348,520,3,414,4692,1,187
0,5,12,138,6663,249,463,7,361,2,0,1,0,10,1,8,0,434,198,292,396,0,44,5,522,706,403,422,237,465,5,1187,164,1,539
0,27,27,275,4465,296,217,26,357,4,0,9,0,15,3,21,0,251,121,750,273,0,52,29,603,2954,297,203,949,134,2,725,228,6,240
0,4,4,25,112,28,3,4,5,2,0,6,0,6,1,4,0,15,24,11,30,0,10,4,60,239,27,14,19,0,1,24,25,0,52
0,7,54,473,4295,927,573,23,1259,2,0,20,0,9,3,17,0,768,149,1405,460,0,49,10,468,697,281,307,2296,411,1,281,399,80,248
305,13,22,5429,12394,5016,601,29,16524,2,123,29,0,12,1,65,0,620,237,31913,594,0,69,15,2985,1817,2878,4943,860,568,7,644,4221,4,248
0,8,21,138,126370,1083,21039,17,548,2,0,1,0,16,1,7,0,19620,65,815,19611,0,24,8,370,533,190,106,2972,71,4,244,185,1,56
2,12,61,366,4886,1418,948,24,1300,4,0,71,2,9,0,85,0,575,61,7826,700,0,41,20,1554,1134,1313,365,411,42,11,136,715,6,120
0,11,10,79,416,122,23,12,160,2,0,9,0,5,3,15,0,56,37,150,62,0,17,12,107,335,53,32,208,0,1,12,93,2,25
75,17,2670,5935,9852,8807,238,55,43569,6,4,15,43,10,2,101,0,326,244,14324,459,0,176,20,860,3509,489,8300,1932,223,35,248,8588,9,1169
8,11,23,270,7931,261,3154,18,548,2,0,11,2,11,0,79,0,2135,124,1415,2173,0,54,19,359,1643,207,258,702,351,1,317,282,3,106
5,10,36,213,91904,1566,15175,49,820,4,3,6,0,22,5,25,0,11634,142,1712,11585,0,29,11,720,810,398,146,10210,333,2,608,298,2,160
2,8,12,56,110865,1235,18671,4,292,2,0,1,1,15,0,4,0,14498,77,1147,14468,0,17,8,521,370,352,80,4156,138,1,196,91,0,97
1,3,3,8,74,21,3,1,5,2,0,0,0,6,0,1,0,10,18,7,26,0,5,3,54,126,24,20,186,0,1,45,18,0,5
0,5,36,173,4231,346,483,6,929,2,0,0,0,21,27,26,0,512,159,658,500,0,10,5,280,709,212,297,398,225,1,840,298,1,71
0,22,140,971,3232,5874,383,27,4636,2,0,2,0,13,2,13,0,359,249,1943,501,0,44,56,731,1442,458,1093,5801,82,4,410,1055,19,76
0,9,25,156,6836,308,1693,17,598,2,0,14,0,47,3,10,0,927,80,498,917,0,23,11,376,693,276,285,659,1824,183,574,189,3,94
0,3,2,4,17,22,5,0,5,2,0,0,0,4,0,2,0,10,12,4,22,0,3,3,37,97,3,1,187,0,1,0,11,0,4
0,7,3,35,4425,84,867,8,94,2,0,6,0,7,1,7,0,558,83,128,558,0,13,7,337,592,156,117,4577,458,1,438,66,2,132
17,36,412,2461,12750,2821,2259,106,10065,4,16,133,0,19,5,57,0,1636,466,6289,1592,0,606,59,1253,4408,905,2511,2831,1316,16,651,2822,6,286
0,23,32,168,780,152,99,8,438,2,0,2,0,7,0,6,0,73,49,208,87,0,19,124,152,3131,69,74,155,1,2,27,133,1,61
0,3,2,12,4008,261,691,1,75,2,0,0,0,7,0,1,0,255,106,196,242,0,3,3,158,580,79,61,1468,1285,361,273,50,0,387
0,3,2,6,102,37,34,0,6,2,0,0,0,8,0,1,0,40,38,5,52,0,3,3,101,2570,20,7,35,16,1,16,19,0,14
3,9,25,150,2215,451,233,16,435,2,0,12,3,24,0,27,0,214,106,1492,943,0,27,22,395,1151,237,199,1254,162,1,355,176,3,284
13,12,19,135,22886,388,3322,45,454,4,10,19,0,15,2,31,0,1600,212,890,1567,0,46,13,749,1140,462,173,11708,1309,4,341,202,3,278
0,12,44,294,176799,644,29597,7,1254,2,0,7,0,9,1,10,0,26560,73,1527,26370,0,40,12,472,425,304,187,2506,183,1,177,388,6,97
6,26,52,627,6312,655,349,34,1902,2,0,18,1,9,4,46,0,518,185,1780,442,0,77,31,664,1614,505,830,699,242,7,889,689,9,325
6,9,30,238,4328,363,917,15,745,2,0,4,1,21,1,24,0,692,158,574,713,0,30,27,440,897,346,314,435,562,1,310,280,3,182
3,6,83,263,2456,431,337,6,1532,2,0,7,0,7,1,7,0,323,151,725,319,0,11,6,325,781,243,471,143,297,1,595,388,1,117
2,13,21,251,5111,278,390,24,403,2,0,11,1,8,4,15,0,439,86,421,458,0,39,15,238,922,152,107,782,1313,2,85,212,6,137
0,0,16,151,3269,231,514,8,534,2,0,3,0,8,1,9,0,437,137,374,395,0,15,0,411,699,281,320,190,452,4,866,175,1,71
0,3,3,8,342,32,58,1,7,2,0,0,0,7,0,1,0,56,26,5,70,0,4,3,113,119,57,47,39,64,1,181,21,0,7
0,10,53,252,1343,328,119,6,1093,2,0,15,0,7,2,12,0,269,87,944,148,0,31,13,274,398,212,312,103,96,1,257,310,1,60
0,3,34,103,373,136,36,1,583,2,0,0,0,7,0,1,0,39,31,497,52,0,3,3,110,245,57,151,34,44,1,117,142,1,27
0,4,3,34,644,40,77,7,82,2,0,5,0,7,0,7,0,59,42,45,57,0,13,4,125,371,43,21,144,0,1,59,37,0,74
2,12,23,198,1489,293,131,14,496,4,0,7,1,12,2,15,0,153,99,393,151,0,52,24,463,1792,268,187,495,51,1,181,210,7,146
1,8,12,57,725,82,11,4,227,2,0,2,1,6,0,4,0,42,45,178,44,0,5,8,88,588,22,45,135,0,1,4,81,1,150
0,14,75,243,49273,1913,8744,20,1082,2,0,12,0,14,4,20,0,2834,78,3277,2794,0,228,19,569,617,361,91,6450,543,1,273,286,6,127
2,13,20,252,6156,270,491,24,382,2,0,11,1,8,4,15,0,528,86,407,552,0,39,15,238,923,152,107,807,1677,2,85,201,6,76
5,7,18,88,176143,673,30387,11,461,4,5,14,0,28,0,31,0,23298,106,2065,23231,0,29,8,656,804,335,149,5744,233,1,220,171,1,93
2,7,14,128,33707,1106,6092,8,280,2,0,1,1,11,0,9,1,3967,135,730,3916,0,35,7,376,1238,200,103,35379,1477,1,587,163,0,117
1,51,136,582,1657,752,105,32,2372,4,0,16,0,8,1,22,0,174,172,2074,186,0,85,59,589,3114,208,502,943,28,1,132,651,6,83
0,52,353,757,27905,1205,473,0,114,4,0,2,0,12,0,2,0,52,26,19,52,0,210,67,1930,3734,1695,456,5147,736,361,1628,221,0,679
0,7,24,187,4681,211,560,12,712,2,0,6,0,14,1,12,0,411,140,544,452,1,18,7,256,707,154,239,449,976,1,352,281,1,278
2,29,9,293,2031,367,135,16,174,2,2,6,0,28,1,14,0,174,97,355,181,0,147,43,218,1281,117,98,1353,24,1,48,191,6,138
1,7,121,65,135734,1667,22555,7,1254,4,1,1,0,12,0,4,0,15450,45,6151,15438,0,29,8,749,464,441,24,6658,600,1,175,106,1,53
5,14,166,831,79252,1622,9746,32,4148,2,0,6,5,16,1,35,0,9406,124,2260,9434,0,38,24,688,791,468,962,6532,25748,17,400,973,5,337
0,3,2,5,1688,23,9,0,8,2,0,0,0,7,0,1,0,16,26,1475,31,0,3,3,89,116,55,54,17,9,1,91,15,0,62
0,14,52,345,42899,746,6820,16,1413,2,0,29,0,8,4,21,0,6099,164,1185,6072,0,56,16,677,1221,459,500,1382,432,1,685,463,5,212
2,12,12,114,3406,165,850,18,168,2,0,15,0,8,3,29,0,546,115,380,539,0,20,13,333,1215,233,185,301,89,3,435,118,4,98
0,13,167,1286,6378,1289,1156,45,4647,2,0,22,0,9,4,26,0,812,206,3590,811,0,69,14,521,1007,396,1410,1101,103,1,344,1476,51,170
0,23,64,485,14074,1414,2611,18,1532,4,0,5,0,23,1,10,0,1553,208,2059,1494,0,108,65,883,1592,544,464,3816,969,3,542,535,6,299
0,30,23,264,105014,321,428,45,371,2,0,32,0,7,1,25,0,480,133,678,516,0,64,39,509,1655,361,194,861,930,1,501,219,3,210
0,13,26,149,40893,1005,6469,13,588,2,0,11,0,10,1,11,0,5873,289,799,5814,0,36,14,857,1636,679,571,2154,633,1,1421,230,4,189
1,0,17,206,646,148,22,25,604,2,0,3,1,4,1,9,0,52,54,533,52,0,4,1,146,291,95,216,30,0,1,25,210,1,15
0,11,66,489,3780,630,227,16,1556,2,0,15,0,10,4,30,0,271,151,1551,308,0,61,12,582,1313,486,602,486,97,1,387,497,6,160
0,4,10,50,211,73,25,1,190,2,0,0,0,7,0,1,0,39,28,192,46,0,5,4,128,291,65,105,28,16,1,154,73,1,33
6,38,55,445,34051,690,4238,38,1547,4,3,10,1,12,1,28,0,3103,193,1103,3096,0,125,61,1426,1727,1132,444,4313,10686,8,523,514,9,270
3,19,14,141,606,151,131,7,307,2,2,13,1,10,1,11,0,128,67,247,137,0,32,26,217,2336,91,70,141,15,1,24,128,3,58
0,13,13,145,601,147,5,12,220,2,0,8,0,6,2,10,0,47,43,186,58,0,33,15,162,631,97,86,212,0,1,83,115,2,113
7,10,42,161,360219,2952,78709,11,831,4,4,10,0,28,1,19,0,68931,112,3932,68846,0,37,11,974,684,601,218,11862,1147,1,281,237,2,184
0,10,10,250,2312,173,468,10,210,2,0,4,0,12,1,10,0,432,117,188,460,0,63,24,337,847,258,180,212,232,1,635,164,9,94
0,5,4,25,129,29,9,4,7,2,0,7,0,7,1,12,0,19,32,11,36,0,9,5,76,293,31,17,21,0,1,20,24,0,61
0,15,12,57,269093,1671,46478,3,259,2,0,1,0,8,0,3,0,35360,47,2769,35341,0,38,25,455,370,289,79,8763,1401,1,203,80,0,93
0,11,6,186,4372,216,366,23,156,2,0,9,0,11,2,16,0,395,148,292,352,0,38,12,386,1019,259,145,615,589,3,318,111,5,202
2,4,5,36,7300,124,883,9,117,4,2,8,0,74,1,15,0,677,61,82,680,0,23,5,331,573,87,16,1161,2468,2,68,64,1,56
0,18,29,269,7178,439,1134,21,932,2,0,18,0,7,2,26,0,865,111,1032,814,0,34,23,402,1430,246,290,850,1074,1,197,323,4,172
0,19,6,148,231863,653,38723,9,206,2,0,7,0,9,1,9,0,34677,65,1251,34670,0,31,30,673,461,504,139,2722,57,1,150,87,3,86
2,19,36,464,58665,577,8530,38,937,2,2,19,0,11,4,49,0,6575,220,1502,6606,0,88,23,531,1328,366,417,3568,13866,1,365,459,7,405
0,0,1,3,18,18,4,0,5,2,0,0,0,7,0,1,0,10,18,4,22,0,3,0,32,41,2,1,16,0,1,0,15,0,4
0,5,11,62,195,72,3,2,221,2,0,2,0,6,1,3,0,16,19,139,29,0,10,5,90,187,54,82,18,0,1,90,75,1,39
0,2,2,7,9129,61,1760,2,16,2,0,0,0,7,0,1,0,1118,42,10,1152,0,3,2,125,436,51,31,563,2917,362,102,21,0,65
0,16,68,503,36794,1437,5072,28,1320,2,0,18,0,21,4,27,0,2680,190,2309,2645,0,95,26,611,1107,397,256,4202,4620,2,249,421,9,229
1,23,93,729,5997,1158,338,40,2248,4,1,70,0,18,5,46,0,432,213,2739,424,0,123,31,992,2996,686,722,1003,102,2,539,729,7,299
1,13,40,351,2284,576,222,24,886,2,0,12,1,10,3,16,0,202,170,1051,211,0,63,14,341,874,170,174,747,37,9,81,288,4,136
23,28,68,464,6668,3851,84,35,2380,4,0,19,16,9,1,28,7,193,152,7339,260,0,60,55,1464,2256,477,288,2224,54,25,161,589,28,527
0,5,23,106,1942,194,382,3,475,2,0,2,0,7,1,3,0,260,68,389,279,0,12,5,201,292,127,174,345,347,3,240,152,2,41
4,34,19,319,1786,335,73,25,356,5,3,25,0,14,2,33,0,119,86,411,135,0,97,35,344,2433,132,85,438,11,10,105,189,5,127
4,13,19,110,79093,1457,17267,8,631,4,4,4,0,15,0,15,0,12257,92,1408,12257,0,35,16,544,755,253,131,4799,171,1,204,227,3,120
116,11,39,242,2064,380,217,25,763,2,46,36,0,8,3,15,0,348,132,754,253,0,67,14,367,825,242,234,286,48,3,265,251,5,105
2,15,114,605,5820,780,431,54,2125,29,0,35,1,32,6,68,0,508,208,1425,501,0,80,16,644,1806,470,531,940,414,1,393,624,6,331
1,14,36,397,29598,597,2124,15,854,2,0,11,0,12,2,25,0,2039,143,799,2054,0,68,27,777,889,625,242,2126,9542,1,436,340,10,363
2,10,48,279,39787,1624,8348,21,1161,4,0,7,1,20,1,19,0,4796,217,2399,4750,0,44,28,1606,1924,777,586,4033,2096,5,2043,385,4,1018
20,14,29,221,9479,301,3340,12,552,2,12,17,0,10,0,22,0,2351,92,1307,2371,0,34,29,335,788,199,199,615,1074,9,183,214,7,233
1,22,57,472,33881,1898,7595,37,1361,4,0,31,0,16,4,32,0,5615,215,3031,5404,0,101,38,998,1781,681,541,4271,2150,1,936,511,6,322
0,8,14,77,21962,169,949,9,275,2,0,1,0,10,0,3,0,757,87,181,739,0,15,10,327,392,181,144,887,3244,6,295,74,1,66
2,8,12,66,20329,1036,3204,6,326,4,2,3,0,15,0,11,0,944,48,801,930,0,31,9,481,537,208,51,3322,132,1,207,105,1,51
17,20,298,2143,4610,3620,303,66,6702,2,0,28,10,25,73,453,7,337,234,4533,1106,0,338,45,1193,1096,695,2098,9733,122,16,339,2411,110,219
0,5,56,249,1277,329,68,5,1122,2,0,23,0,7,1,11,0,552,49,1355,112,0,22,5,255,587,190,349,46,39,1,132,304,1,102
224,17,61,252,290568,3174,62982,19,824,4,92,16,0,32,1,19,0,48225,105,4151,48191,0,44,43,936,812,581,196,14910,715,1,267,395,2,220
0,9,18,123,684,131,43,11,323,2,0,2,0,20,1,5,0,73,65,203,66,0,21,12,176,439,111,125,74,27,4,211,117,1,38
2,35,47,508,16780,570,3146,21,1288,2,2,13,0,39,1,61,0,3059,126,1219,3121,0,64,35,398,1142,182,1039,7011,1386,14,155,487,9,185
0,4,20,94,594,144,76,5,417,2,0,2,0,7,1,5,0,88,49,251,106,0,9,4,144,346,88,124,78,38,1,122,139,1,33
1,12,52,338,6661,1053,520,30,1190,2,0,18,0,35,3,31,0,631,132,945,2002,0,53,17,509,997,260,266,1945,1465,4,197,350,5,218
0,15,16,189,3394,945,876,18,536,4,0,7,0,7,0,15,0,519,72,520,508,0,31,18,260,2113,164,183,220,128,12,244,9871,2,222
0,18,39,289,4854,481,227,26,963,4,0,19,0,27,2,39,0,290,134,905,280,0,46,23,578,3773,333,282,965,113,9,305,350,5,195
3,15,76,419,89987,2586,19491,39,1908,4,3,27,0,134,1,29,0,13137,214,4327,12983,0,68,17,967,985,658,499,8536,798,4,633,587,4,248
0,11,30,221,1111,257,80,15,672,2,0,9,0,8,3,11,0,102,63,461,128,0,24,12,224,599,140,176,309,56,1,97,234,2,51
0,6,3,11,73,22,3,3,5,2,0,1,0,6,0,2,0,10,23,4,23,0,4,6,50,147,17,7,49,0,1,11,25,0,20
0,12,89,477,1638,704,175,27,1853,4,0,42,0,8,2,33,0,354,150,1752,268,0,60,14,481,2077,254,353,1009,17,1,93,525,2,125
0,22,57,398,22656,479,4222,13,1183,2,0,12,0,7,2,9,0,3149,62,888,3166,0,378,26,385,783,306,555,835,4230,3,319,366,4,234
3,14,97,1894,10015,2034,153,27,6149,2,0,32,0,10,3,20,0,359,135,44086,225,0,110,16,1055,974,944,1721,775,84,35,200,1791,6,367
0,14,5,69,1280783,1886,410669,4,259,2,0,1,0,10,0,3,0,407515,73,601,407482,0,26,33,411,432,265,84,5347,2913,361,152,99,0,112
4,15,74,595,17881,831,1535,19,1638,2,0,45,4,17,4,54,0,1494,176,1890,1510,0,78,30,893,1604,769,734,1482,3282,1,916,752,51,195
2,14,80,214,49750,2116,8051,14,881,2,0,7,1,9,1,13,0,2253,127,3297,2187,0,53,28,729,822,493,90,7172,1949,3,319,220,3,202
0,2,2,5,570,40,164,0,7,2,0,1,0,7,0,2,0,42,18,5,51,0,3,2,89,98,27,20,38,366,181,112,15,0,6
2,16,40,2737,11964,1689,468,9,961,4,2,11,0,11,0,14,0,507,133,1502,531,0,31,25,559,19211,235,298,2215,1021,2,440,4102,4,172
0,17,12,209,1060,118,97,7,80,2,0,0,0,7,0,3,0,108,83,57,119,0,51,20,234,905,160,133,42,67,1,355,81,1,52
5,14,26,611,14442,545,2153,49,1687,2,0,12,3,8,3,298,0,1707,160,1186,1856,0,61,16,850,1032,727,525,1462,3993,10,749,845,4,464
0,7,3,40,1217,98,108,7,23,2,0,3,0,8,0,11,0,125,102,167,147,0,19,10,175,280,96,64,114,59,1,284,65,0,85
5,12,34,338,22583,420,4376,45,815,2,4,27,0,16,2,34,0,3374,161,2066,3410,0,63,18,619,1432,475,447,1452,4244,1,692,346,6,85
0,3,2,4,17,20,3,0,5,2,0,0,0,6,0,1,0,9,16,4,22,0,3,3,36,64,3,1,17,0,1,0,15,0,9
0,4,3,9,806,62,90,5,19,2,0,0,0,7,0,5,0,113,88,117,120,0,4,4,273,806,178,152,106,54,1,430,42,0,38
0,11,11,58,1111,183,157,7,125,4,0,16,0,12,1,5,0,149,102,172,153,0,25,12,161,569,92,54,403,206,1,101,87,4,59
0,9,16,142,2799,292,447,58,694,2,0,5,0,10,0,16,0,254,141,651,201,0,20,11,411,731,279,179,1060,21,2,225,236,1,83
0,12,3,29,1136,55,496,5,14,2,0,1,0,7,0,3,0,77,48,7,94,0,8,21,89,156,34,8,229,769,361,78,33,0,19
0,7,9,43,359580,1185,62468,3,232,2,0,1,0,9,0,3,0,58712,40,1130,58691,0,16,7,442,349,269,55,4090,618,181,187,66,0,72
4,15,40,247,219938,2611,51065,24,785,4,4,22,0,20,98,36,0,45402,184,2884,45337,0,78,17,967,1033,586,283,8275,1278,5,597,288,4,296
3,10,26,244,19503,798,3340,21,587,2,0,19,2,10,2,23,0,2636,85,721,2635,1,61,11,352,619,186,156,1688,95,1,348,264,1,94
0,2,2,5,1194,50,517,0,10,2,0,0,0,7,0,1,0,73,32,6,84,0,3,2,107,115,46,35,221,801,361,128,23,0,9
0,4,3,28,4368,208,537,7,34,2,0,22,0,7,1,24,0,528,207,50,500,0,6,4,330,503,263,170,188,566,1,328,119,2,118
0,0,1,9,125,22,3,1,21,2,0,0,0,6,0,1,0,12,22,43,24,0,4,0,82,281,48,41,24,0,1,77,26,0,48
6,27,151,1744,8065,1977,1797,53,6091,2,0,45,5,11,8,91,0,1447,192,6702,1201,0,142,32,1079,1214,945,1521,818,154,7,413,1738,7,179
6,17,115,708,1925,815,102,18,2654,4,2,10,0,7,2,13,0,143,107,2674,167,0,63,22,494,896,276,804,614,34,1,277,799,5,123
1,7,3,88,196595,100,38606,13,44,2,0,6,1,8,0,8,0,21675,42,69,21680,0,20,7,142,449,78,22,21512,70223,363,94,59,0,55
7,7,20,119,44959,696,7201,68,382,2,7,3,0,22,7,49,0,4393,187,1430,4353,0,39,7,746,686,561,91,8291,1635,17,435,159,4,124
0,25,460,1362,2224,1728,240,12,8097,2,0,15,0,15,2,25,0,251,85,2717,257,0,127,42,427,819,293,1629,284,36,1,245,1667,5,165
0,5,6,41,387,43,64,2,162,2,0,1,0,7,0,5,0,36,23,62,41,0,10,5,88,199,18,34,57,0,1,18,42,1,49
2,25,45,461,91133,1253,15567,44,994,4,2,13,0,15,2,29,0,8085,118,2108,8063,0,78,34,1062,1330,719,239,6433,175,1,202,330,5,184
1,5,363,1573,1100,1881,3,5,8825,2,0,0,0,7,0,1,0,25,36,3138,27,0,8,5,449,571,413,1966,39,1,1,85,1937,1,151
0,9,58,344,1830,496,226,20,1369,4,0,27,0,8,97,19,0,381,121,1444,243,0,61,10,534,1747,291,326,446,62,2,282,451,3,131
0,6,6,46,40755,230,9651,17,212,2,0,1,0,40,0,10,0,7267,140,904,7250,0,101,6,501,551,342,160,1902,1048,1,682,134,0,289
0,12,12,113,3434,193,863,16,228,2,0,11,0,9,3,6,0,528,66,212,542,0,17,14,292,638,189,151,262,80,1,332,111,4,90
